Firm Name,Investment Sector,Location (City),Investment Stage,URL,linkedin-private-codex,linkedin-private-claude,linkedin-private-cursor
Lavrock Ventures,"Technology, Software, Defense, Business Services, IT Security","McLean, VA",Early Stage: Start-up,www.lavrockvc.com,,,"https://www.linkedin.com/in/john-hennessy-90079586, https://www.linkedin.com/in/conor-friedmann, https://www.linkedin.com/in/georgehoyem, https://www.linkedin.com/in/alex-s-poulin, https://www.linkedin.com/in/jdanielhanks, https://www.linkedin.com/in/juliane-gallina-b736244, https://www.linkedin.com/in/steve-smoot-605a5a8"
LDV Capital,"Technology, IT, Software, Hardware","New York, NY","Early Stage, Early Stage: Start-up",http://www.ldv.co,"https://www.linkedin.com/in/david-r-2193aa1, https://www.linkedin.com/in/alexandrewinter, https://www.linkedin.com/in/andyparsons, https://www.linkedin.com/in/dan-sodickson-44a9665, https://www.linkedin.com/in/donloeb, https://www.linkedin.com/in/irakemelmachershlizerman, https://www.linkedin.com/in/laurasmoliar, https://www.linkedin.com/in/lsanza, https://www.linkedin.com/in/matthew-rosen-a1899838, https://www.linkedin.com/in/michal-lipson-63aa7999, https://www.linkedin.com/in/mikekrieger, https://www.linkedin.com/in/nadlerjeff, https://www.linkedin.com/in/rebeccapaoletti, https://www.linkedin.com/in/renaudvisage, https://www.linkedin.com/in/samson-timoner-a42129, https://www.linkedin.com/in/solem, https://www.linkedin.com/in/stevechen2",,"https://www.linkedin.com/in/david-r-2193aa1, https://www.linkedin.com/in/alexandrewinter, https://www.linkedin.com/in/andyparsons, https://www.linkedin.com/in/dan-sodickson-44a9665, https://www.linkedin.com/in/donloeb, https://www.linkedin.com/in/irakemelmachershlizerman, https://www.linkedin.com/in/laurasmoliar, https://www.linkedin.com/in/lsanza, https://www.linkedin.com/in/matthew-rosen-a1899838, https://www.linkedin.com/in/michal-lipson-63aa7999, https://www.linkedin.com/in/mikekrieger, https://www.linkedin.com/in/nadlerjeff, https://www.linkedin.com/in/rebeccapaoletti, https://www.linkedin.com/in/renaudvisage, https://www.linkedin.com/in/samson-timoner-a42129, https://www.linkedin.com/in/solem, https://www.linkedin.com/in/stevechen2"
Leap Global Partners,"Business Services, Consumer Discretionary, Diversified, Healthcare, Information Technology, Telecoms, Media, and Communications","Palo Alto, CA","Early Stage, Early Stage: Seed, Early Stage: Start-up",www.leapglobalpartners.com,,,"https://www.linkedin.com/in/romanleal, https://www.linkedin.com/in/raguayodiaz, https://www.linkedin.com/in/paulohermanm"
Lemnos Labs,"Software, Hardware","San Francisco, CA","Early Stage: Seed, Early Stage: Start-up",www.lemnos.vc,,,"https://www.linkedin.com/in/katedrane,, https://www.linkedin.com/in/aymerik,, https://www.linkedin.com/in/davidjmerrill,, https://www.linkedin.com/in/duppy,, https://www.linkedin.com/in/jpartensky,, https://www.linkedin.com/in/drmuzz"
Liberation Capital,Clean Technology,"Waxhaw, NC","Buyout, Early Stage: Start-up, Expansion / Late Stage, Growth, Natural Resources",www.liberationcapital.com,,,"https://www.linkedin.com/in/jeff-garwood-6721348,, https://www.linkedin.com/in/khyati-anand-ba20b4193,, https://www.linkedin.com/in/varun-poddar-0611a11bb,, https://www.linkedin.com/in/ttmobile,, https://www.linkedin.com/in/kevincguthrie,, https://www.linkedin.com/in/marni-b-kellogg-3490674b"
Liberty City Ventures,"Business Services, Consumer Discretionary, Diversified, Information Technology, Telecoms, Media, and Communication","New York, NY","Early Stage, Early Stage: Seed, Early Stage: Start-up",www.libertycityventures.com,,,"https://www.linkedin.com/in/emil-woods-4a548669,, https://www.linkedin.com/in/manoj-parvataneni-4a50a423,, https://www.linkedin.com/in/-mario,, https://www.linkedin.com/in/alexander-masotti-8261388b,, https://www.linkedin.com/in/john-cohen-6b253b187,, https://www.linkedin.com/in/andrew-cw-moon"
LifeForce Capital,"Diversified, Healthcare","San Francisco, CA","Early Stage, Early Stage: Seed",N/A,,,"https://www.linkedin.com/in/adam-pelavin, https://www.linkedin.com/in/jonoonan, https://www.linkedin.com/in/jamiedaves"
Linse Capital,Transportation,"Menlo Park, CA",Expansion / Late Stage,www.linsecapital.com,,,"https://www.linkedin.com/in/mlinse, https://www.linkedin.com/in/janmaat, https://www.linkedin.com/in/darioconstantine"
Liquid 2 Ventures,Diversified,"San Francisco, CA","Early Stage: Seed, Early Stage: Start-up, Venture (General)",http://www.liquid2.vc/,"https://www.linkedin.com/in/joe-montana-464701b, https://www.linkedin.com/in/michaelma8",,"https://www.linkedin.com/in/joe-montana-464701b, https://www.linkedin.com/in/michaelma8"
Listen Ventures,Consumer Brands,"Chicago, IL","Early Stage Venture, Seed",listen.co/,,,"https://www.linkedin.com/in/rickpdesai,, https://www.linkedin.com/in/shawndennis2,, https://www.linkedin.com/in/owen-h-choi,, https://www.linkedin.com/in/johnnieryu,, https://www.linkedin.com/in/jaimejyoon,, https://www.linkedin.com/in/joellecosmas"
LiveOak Venture Partners,"Business Services, Information Technology","Austin, TX","Early Stage, Early Stage: Seed, Early Stage: Start-up, Expansion / Late Stage, Venture (General)",www.liveoakvp.com,,,"https://www.linkedin.com/in/creightonhicks,, https://www.linkedin.com/in/ben-scott-1623b62a,, https://www.linkedin.com/in/maya-mishra-a67675167,, https://www.linkedin.com/in/min-a-heo-1b49a5268,, https://www.linkedin.com/in/marie-gilbert-a10b32103,, https://www.linkedin.com/in/andria-plunk-14b95683"
Longwood Fund,Biotechnology,"Boston, MA","Buyout, Early Stage: Seed, Early Stage: Start-up, Management Buyout, Recapitalisation, Venture (General)",http://www.longwoodfund.com,,,"https://www.linkedin.com/in/christoph-westphal-00885288, https://www.linkedin.com/in/vikas-goyal-83733b7, https://www.linkedin.com/in/david-h-donabedian"
Loup Ventures,"Technology, IT, High-Tech, Software, Internet, Gaming","Minneapolis, MN",Early Stage,www.loupventures.com,,,"https://www.linkedin.com/in/gene-munster-0710439, https://www.linkedin.com/in/douglasclinton"
Lowercase Capital,"Wireless, Media, Commerce, Infrastructure, Energy, Transportation","Los Angeles, CA","Early Stage Venture, Late Stage Venture, Seed",lowercasecapital.com/,"https://www.linkedin.com/in/chrissacca, https://www.linkedin.com/in/crystalenglishsacca",,"https://www.linkedin.com/in/chrissacca, https://www.linkedin.com/in/crystalenglishsacca"
Ludlow Ventures,"Consumer Products, Consumer Services, Hardware, Business Services","Detroit, MI","Early Stage, Early Stage: Seed, Early Stage: Start-up, Venture (General)",http://www.ludlowventures.com,,,https://www.linkedin.com/in/jtriest
Lumia Capital,"Business Services, Consumer Discretionary, Food and Agriculture, Healthcare, Industrials, Information Technology, Telecoms, Media, and Communications","San Francisco, CA","Early Stage, Early Stage: Seed, Early Stage: Start-up, Expansion / Late Stage",www.lumiacapital.com,"https://www.linkedin.com/in/johnlagomarsino, https://www.linkedin.com/in/borisbogatin, https://www.linkedin.com/in/chrrogers, https://www.linkedin.com/in/joel-ayala-375b3269, https://www.linkedin.com/in/jonathan-krause-998bb319, https://www.linkedin.com/in/lawrencesidawang, https://www.linkedin.com/in/leonard-lodish-474b6, https://www.linkedin.com/in/marting, https://www.linkedin.com/in/nileshlakhani, https://www.linkedin.com/in/peter-weed-0900632",,"https://www.linkedin.com/in/johnlagomarsino, https://www.linkedin.com/in/borisbogatin, https://www.linkedin.com/in/chrrogers, https://www.linkedin.com/in/joel-ayala-375b3269, https://www.linkedin.com/in/jonathan-krause-998bb319, https://www.linkedin.com/in/lawrencesidawang, https://www.linkedin.com/in/leonard-lodish-474b6, https://www.linkedin.com/in/marting, https://www.linkedin.com/in/nileshlakhani, https://www.linkedin.com/in/peter-weed-0900632"
Luminari Capital,"Digital Media, Technology","Palo Alto, Ca","Early Stage Venture, Late Stage Venture, Seed",www.luminaricapital.com,,,https://www.linkedin.com/in/daniel-leff
M25 Group,"Healthcare, Consumer Products, Retail, Consumer Services, Media, Financial Services, Diversified, Business Services, Telecom Media","Chicago, IL","Early Stage, Early Stage: Seed, Early Stage: Start-up, Venture (General)",www.m25group.com,,,"https://www.linkedin.com/in/victor-gutwein, https://www.linkedin.com/in/dmikeasem, https://www.linkedin.com/in/katiebirge, https://www.linkedin.com/in/itsabhinaya"
Maiden Lane,Education,"San Francisco, CA",Seed,maidenlane.com,,,"https://www.linkedin.com/in/klaws, https://www.linkedin.com/in/dolginow, https://www.linkedin.com/in/naval, https://www.linkedin.com/in/jeff-fagnan-7b018"
MainLine Investment Partners,Diversified,"Wynnewood, PA","Buyout, Early Stage, Growth, Venture (General)",http://mainlineco.com/,,,"https://www.linkedin.com/in/maria-soared-4b6038156,"
Manifest Growth,"Advertising, Business Services, High-Tech, Internet, Marketing, Software, Technology","Tiburon, CA","Early Stage, Expansion / Late Stage, Growth, Venture (General)",www.manifestgrowth.com,,,"https://www.linkedin.com/in/pauljfalzone, https://www.linkedin.com/in/melissabouma"
Marcy VP,Diversified,"San Francisco, CA","Early Stage Venture, Seed",www.oakhousepartners.com,,,"https://www.linkedin.com/in/hugh-marcy-a9797520,, https://www.linkedin.com/in/jaypanchal-safe6-popm-lsd-lcm"
Mark 2 Capital,"Business Services, Information Technology","New York, NY",Venture Debt,www.mk2c.com/,,,"https://www.linkedin.com/in/meshal, https://www.linkedin.com/in/rennick-palley-b8747838"
Marker,Diversified,"New York, NY","Early Stage Venture, Late Stage Venture, Seed",http://www.marker-llc.com,,,"https://www.linkedin.com/in/anush-reddy-642a81186,, https://www.linkedin.com/in/andres-perez-00b95b13,, https://www.linkedin.com/in/yonit-keren-simantov-000a3214a,, https://www.linkedin.com/in/barbra-ewers-née-mutamba-07888940,, https://www.linkedin.com/in/marker-metals-876410342"
Material Impact Fund,Technology,"Lexington, MA",Venture (General),www.materialimpactfund.com,,,"https://www.linkedin.com/in/adamsharkawy, https://www.linkedin.com/in/melissafensterstock, https://www.linkedin.com/in/ben-schlatka-85bb251"
Math Venture Partners (MVP),"Technology, Food, Diversified","Chicago, IL","Early Stage Venture, Seed",www.mathventurepartners.com/,,,"https://www.linkedin.com/in/markachler, https://www.linkedin.com/in/troyhenikoff, https://www.linkedin.com/in/danavc, https://www.linkedin.com/in/kristie-domzalski-25471066"
Matter,Media,"San Francisco, CA","Early Stage, Early Stage: Seed, Early Stage: Start-up",http://www.matter.vc,"https://www.linkedin.com/in/wen-h-hsieh-ph-d-70b4042, https://www.linkedin.com/in/haomiao-huang-phd-87988222, https://www.linkedin.com/in/meaghanconeill, https://www.linkedin.com/in/brock-csira-998bb1b0",,"https://www.linkedin.com/in/wen-h-hsieh-ph-d-70b4042, https://www.linkedin.com/in/haomiao-huang-phd-87988222, https://www.linkedin.com/in/meaghanconeill, https://www.linkedin.com/in/brock-csira-998bb1b0"
Maven Ventures,"Technology, Telecoms, Consumer Products, Consumer Services, Internet, Digital Media","Palo Alto, CA","Early Stage: Seed, Early Stage: Start-up",http://www.mavenventures.com,"https://www.linkedin.com/in/annakawest, https://www.linkedin.com/in/jscheinman, https://www.linkedin.com/in/robrav, https://www.linkedin.com/in/saradeshpande",,"https://www.linkedin.com/in/annakawest, https://www.linkedin.com/in/jscheinman, https://www.linkedin.com/in/robrav, https://www.linkedin.com/in/saradeshpande"
Maxfield Capital,"Technology, IT, Software, Internet","New York, NY","Early Stage, Early Stage: Seed",http://www.maxfieldcapital.com,"https://www.linkedin.com/in/alexanderturkot, https://www.linkedin.com/in/olegkoujikov",,"https://www.linkedin.com/in/alexanderturkot, https://www.linkedin.com/in/olegkoujikov"
McCune Capital,"Technology, Industrial, Distribution, Transportation, Manufacturing, Construction, Media, High-Tech, Software, Logistics, Infrastructure, Clean Technology, Shipping, Property","Brooklyn, NY","Early Stage, Early Stage: Seed",www.mccune.vc,,,https://www.linkedin.com/in/jason-c-0271b012
MedMen,"Pharmaceuticals, Healthcare, Agriculture","Culver City, CA",Venture (General),https://medmenmanagement.com,,,
MentorTech Ventures,"Healthcare, Information Technology, Materials, Telecoms, Media, and Communications","Philadelphia, PA","Early Stage, Early Stage: Seed, Venture (General)",www.mentortechventures.com,,,
MESA+,"Business Services, Consumer Discretionary, Information Technology, Telecoms, Media, and Communications","New York, NY","Early Stage, Early Stage: Seed, Early Stage: Start-up, Venture (General)",www.mesa.vc,,,"https://www.linkedin.com/in/guloncu,, https://www.linkedin.com/in/hjdehaan,, https://www.linkedin.com/in/sharron-koch-b36755255,, https://www.linkedin.com/in/jacqueline-emmerich-49320a156,, https://www.linkedin.com/in/alfianaazshaikh"
MHS Capital,"Technology, Software, Internet","San Francisco, CA","Early Stage Venture, Late Stage Venture, Seed",www.mhscapital.com,,,https://www.linkedin.com/in/msugarman
Michigan Angel Fund,"Manufacturing, IT, Life Sciences, Clean Technology","Ann Arbor, MI","Early Stage, Early Stage: Seed, Early Stage: Start-up",http://www.miangelfund.com,,,
Mighty Capital,"Technology, Healthcare, Consumer Services, Diversified","San Francisco, CA",Venture (General),mighty.capital/,"https://www.linkedin.com/in/scmoatti, https://www.linkedin.com/in/jennifer-vancini-2765b4",,"https://www.linkedin.com/in/scmoatti, https://www.linkedin.com/in/jennifer-vancini-2765b4"
Militello Capital,"Technology, IT, High-Tech, Software, Internet, Computer Services, Digital Media, Network","Leesburg, VA","Early Stage, Early Stage: Seed, Venture (General)",http://www.militellocapital.com,,,
Mindset Ventures,"Technology, Healthcare, Financial Services, Agriculture, Education / Training, Healthcare IT, IT Security","Mountain View, CA","Co-Investment, Early Stage, Early Stage: Seed, Early Stage: Start-up, Expansion / Late Stage, Growth, Venture (General)",http://www.mindset.ventures/,"https://www.linkedin.com/in/nemerrahal, https://www.linkedin.com/in/drewthurlow",,"https://www.linkedin.com/in/nemerrahal, https://www.linkedin.com/in/drewthurlow"
Miramar,"Medical Devices, Healthcare","Sunnyvale, CA","Series B/Round 2, Venture Debt, Venture Debt, Series C/Round 3, Venture Debt, Series D/Round 4, Unspecified Round, Venture Debt, PIPE",www.miramarlabs.com,,,
MissionOG,"Technology, Software","Philadelphia, PA","Early Stage, Early Stage: Start-up, Expansion / Late Stage, Growth, Venture (General)",www.missionog.com,,,
Moderne Ventures,"Technology, Construction, Media, Financial Services, IT, Internet, Information Services, Business Services, Marketing, Digital Media, Insurance, Property, Hotels and Offices","Chicago, IL","Early Stage, Early Stage: Start-up",www.moderneventures.com,"https://www.linkedin.com/in/cfreedman, https://www.linkedin.com/in/davidtal, https://www.linkedin.com/in/toddwcarpenter",,"https://www.linkedin.com/in/cfreedman, https://www.linkedin.com/in/davidtal, https://www.linkedin.com/in/toddwcarpenter"
Moment Ventures,"Artificial Intelligence, Information Technology, Infrastructure, Internet of Things, Marketplace, Robotics, SaaS, Venture Capital","Palo Alto, CA","Early Stage Venture, Seed",www.momentventures.com,,,"https://www.linkedin.com/in/ammarhanafi, https://www.linkedin.com/in/clintchao, https://www.linkedin.com/in/neil-nag-6a99bb, https://www.linkedin.com/in/katefry"
Moneta Ventures,"Technology, Healthcare, Consumer Services, IT, Software, Internet, Information Services, Medical Technologies, Healthcare IT, Gaming","Folsom, CA","Early Stage, Early Stage: Start-up",www.monetaventures.com,"https://www.linkedin.com/in/lokeshsikaria, https://www.linkedin.com/in/brentvkelton, https://www.linkedin.com/in/nishant-banka-7b5431135",,"https://www.linkedin.com/in/lokeshsikaria, https://www.linkedin.com/in/brentvkelton, https://www.linkedin.com/in/nishant-banka-7b5431135"
Monstro.VC,Information Technology,"Oakland, CA",Early Stage,www.monstro.vc/,,,"https://www.linkedin.com/in/dlprager, https://www.linkedin.com/in/maubrowncow"
Monta Vista Capital,"Technology, Software","Sunnyvale, CA","Early Stage, Early Stage: Seed, Early Stage: Start-up",www.montavc.com,"https://www.linkedin.com/in/glen-anderson, https://www.linkedin.com/in/job-simon-4104a2, https://www.linkedin.com/in/mattcherian, https://www.linkedin.com/in/rkrakoff, https://www.linkedin.com/in/shahp, https://www.linkedin.com/in/viswanath-sankaranarayanan-29075b6, https://www.linkedin.com/in/vnshukla",,"https://www.linkedin.com/in/glen-anderson, https://www.linkedin.com/in/job-simon-4104a2, https://www.linkedin.com/in/mattcherian, https://www.linkedin.com/in/rkrakoff, https://www.linkedin.com/in/shahp, https://www.linkedin.com/in/viswanath-sankaranarayanan-29075b6, https://www.linkedin.com/in/vnshukla"
